hash,size_of_data,virtual_address,entropy,virtual_size,malware
268a6e44780afd1605558fbba0b15ee6,364544,8192,7.981050796631316,364148,1
2900d3018439ab3b9f75423defbe3fac,713728,4096,6.58831197206665,713229,1
c62f0e319eb55a2639b6540a8b14bac7,389632,4096,6.6227577015860675,389624,1
e15cd250d10c4a7b9452a459d4890fee,23040,4096,6.433100348280963,22738,1
5668e76248144d9bb967e28c9347b0ce,1058304,4096,6.596388507773282,1057934,1
a0160cdc30214cc5a0ecb1e144147fd0,262144,4096,6.6381415823241126,261943,1
524f0af00e536a583e27d64d98d83c8d,26624,4096,6.56789277261514,26532,1
873e7998e45480d537154b1f479f97b8,262144,4096,6.6381415823241126,261943,1
850248432ec5c28f60ad1acdf4edc97f,23040,4096,6.433100348280963,22738,1
b59328578b7c9d026c0d57eb36f64e6b,212992,4096,6.513898596559943,212834,1
bbab715051e59e89257cd5a8f561b5de,122368,4096,7.072026928908388,122236,1
131e9e0e7ce851fd4be463c32e025c7b,262144,4096,6.6381415823241126,261943,1
4ff9c623b66cbff71ece866bec2c6465,539136,4096,6.2278545154177225,539133,1
becede6a28098478b577ad67ad725e58,371712,4096,6.5330887789168965,371409,1
727862e75daf1bb5d0341c273139361f,100864,4096,6.583232071007347,100522,1
0b1618049d0eccb4a5155fefbf02462c,4123648,4096,6.602800732288787,4123412,1
12375399b31b207e87c7393f0dba5446,4241920,4096,6.572945290587096,4241492,1
e4a9a1bee4b4970aac834f96ffee32d6,262144,4096,6.6381415823241126,261943,1
f882d701db42988bc7a744e23697dfcf,359936,4096,6.341387403327774,359615,1
9fc830681d8a6dbfcdc4ea86447e7a12,24576,4096,5.287350080306078,24984,1
eab510e11134f46561322a4d9aced505,24064,4096,6.441066052438084,23798,1
a8a7609ebfd5a03401d4970445590add,3036672,4096,6.581538626241679,3036188,1
d158325fc2eab8ddd634bd23e41ee1c3,36864,4096,5.6567087709041575,36828,1
29b86966e4bb2820090e69c5f0e112c7,338944,4096,6.577547192426258,338898,1
8c77976c84e5301c48ed641333a7e976,4017152,4096,6.568338634185035,4016800,1
a75224f7359927d3ae13e6c12d718739,626688,4096,6.345887220294102,623308,1
291b4ae21d41c37687ffa978db3aaa72,1912832,4096,3.377404647945068,1912511,1
b722358fc0786511d388863ea037d79d,262144,4096,6.6381415823241126,261943,1
c19f034073aefc42864f04df4acbbc82,114176,4096,6.710525331739983,113994,1
14cd3231b27bf79dded31a78c3febe44,47616,4096,6.720938526738068,47111,1
7896417096962f5029dd99fb002353e6,61952,4096,6.391482648256755,61740,1
1949a60feaec1edfd6955f2f5f7dcf7c,17920,212992,5.787413812075176,17632,1
a5f7ed71a17feb278a988879a5d752cc,686592,4096,7.645895954570763,686213,1
92fdfa1178a26b658fb51d477d1115ee,262144,4096,6.6381415823241126,261943,1
c172629a17f800b5acfbaa6838fb08de,290816,4096,6.289919098024441,290438,1
2e1b8d2b6f0759fe5bc4f3ee781e8bff,286720,4096,6.585726496667122,286359,1
641bc5f9eba3b466da5bfdab16fbcc57,262144,4096,6.6381415823241126,261943,1
f0de7ac2a75f7f7dd9803a3a8b7e28fb,92672,4096,6.429415834436559,92214,1
ec733e9a621b640d5b43575c216d38ef,371712,4096,6.5330887789168965,371409,1
eee58f6bd3fb1bd13b88870f0e50e12b,581632,4096,6.675248351711057,581597,1
d65363c7c6c188277432c9e4251c44e5,2449408,1159168,5.512422054103888,2449288,1
97b99187e3087f7a2008cede9a797f73,62464,4096,6.375213504051549,62020,1
b12850557c78fe046282011e6c91233a,74240,4096,7.61407226112934,73944,1
6bb251348c6ed62656eab22984e44713,50688,4096,6.636918204401406,50487,1
b9156c591426530b250ca452aa0a464c,443392,4096,6.529623585758912,442984,1
efd07df3eaf702cfc440e1ae8e805e16,558592,4096,6.592484331144777,558360,1
f7b40b80a40df7f0f18eda4ad9e0a45a,262144,4096,6.6381415823241126,261943,1
8784f5a55513809994f6e7f92730842c,4006400,4096,6.581147746521437,4006068,1
bf8f04b479d5e1a3d9345cad5a395023,212992,8192,7.982428317405369,212948,1
76ba4a1da429f3137749ad8501f876dd,60928,4096,6.584023543828947,60702,1
cdc75590ced57ebb95acd5c3aeebfb94,443392,4096,6.529623585758912,442984,1
8ea0a11856a456c27a9320d258d1a9b5,262144,4096,6.6381415823241126,261943,1
47e06d8041c530b0b6cfdc351c747da3,94208,4096,6.451627373862784,93764,1
f1c0b70560e1247d23a92c79cca39ea4,371712,4096,6.5330887789168965,371409,1
57295954f2064ddc0e41e94337a4296a,92160,4096,6.44545960217451,92150,1
0a16e83709e94914d079d44c3837e587,2442752,4096,2.5167441564532194,2442743,1
4e49b660879ece49c302e0c25cc5fc83,53248,4096,5.534628557949937,52888,1
14ca75f233ca2a08ad6e606db7d71fe3,392192,4096,6.428868232214444,391796,1
aae0df57514d84d33fba20297767679c,415232,4096,6.627697990596517,414816,1
d6c86b18baf988b887bc22867800e382,262144,4096,6.6381415823241126,261943,1
5a4adde7b5831a474efea5eee26c4c0c,138240,4096,4.055259450812903,138076,1
b4a561bdc28b9d5563b4fe17cbc818ce,286720,4096,6.585726496667122,286359,1
7f98e0b19a451653e71af1b8686ce0a9,332288,4096,6.561290901656338,331939,1
efa73f1315380ac700ca94025799dd23,331264,4096,6.604313849542067,330784,1
7a1304c18f8eb0e04b89be02ebfc16b7,262144,4096,6.6381415823241126,261943,1
a1a0271c06d3b084ba8b920553a85588,443392,4096,6.529623585758912,442984,1
4ffcc6e51438413f89f70b063da10483,262144,4096,6.6381415823241126,261943,1
c32dcd628968dcbdc732583a0368ddf5,262144,4096,6.6381415823241126,261943,1
d918f2149812bbdeae8aa47bb80da8e4,63488,4096,6.6366657415318855,63195,1
20f07afeb0f00beaafb4d1a1b11276d3,61952,4096,6.391482648256755,61740,1
abb004744446d5707374c8bef100028c,262144,4096,6.6381415823241126,261943,1
6836b54f277267b0c5fa5ea7ddefd032,392704,4096,6.491750059753783,392648,1
3545e5f853298b634df609574793e479,2045440,4096,5.05805053658659,2045191,1
1635adacd03fed18981fa9bc51177955,1159168,4096,7.922904294611463,1157628,1
7eda29d607f3112cc44eee0b16d4de44,2464256,4096,6.348368563606804,2464132,1
92a3720be042be024d4911eeafb64f08,74752,4096,6.555548101442704,74526,1
f0a5c81459868d6ce0c3b03c5c84a7e9,1300480,8192,7.899689803034103,1300164,1
0e898193a3298f1f12ccd0074eef31d7,686592,4096,7.6445064389732424,686213,1
a67ddf8decfc1a1d35535133ec2f3a05,3036672,4096,6.581538626241679,3036188,1
f00e6d793bf1f0f5383a79ad60f237a4,397824,4096,6.633426970766253,397520,1
6b638207e887929c4903d8a6930f6897,896000,4096,7.405182698017873,895741,1
a3b57fb248b78ca2cc7f430cdff29220,812032,4096,6.268798851719992,811584,1
b6f2a414e740e5bdefa0c8e147675f8c,1961984,4096,3.6129928777608753,1961610,1
5d6e365125728d44684cf846e4301d16,371712,4096,6.5330887789168965,371409,1
f25d635ab78af556b1a8e8262f6152fd,249856,4096,6.675503643128993,247049,1
adc45d09217c489db1ea8d558a8e5914,92672,4096,6.42931064736058,92214,1
f4ba43d0aea21a623afd7219d1b527f5,169984,4096,6.70939582058349,169476,1
1988d7fb4c4f09e998dcbeb248ebe513,286720,4096,6.585726496667122,286359,1
47b5582aed50ec55436c20b80389003b,1126912,4096,6.591177517623594,1126687,1
843cc4c4a16b912f0ad604573b95a480,262144,4096,6.6381415823241126,261943,1
5f90a30ef6a1d22f863a1bb5989e9323,294912,4096,6.582164078038982,293442,1
2d35b2a547d1f654c7edc6c189096726,1912832,4096,3.3773139939173515,1912511,1
13265828b9bed68af0ebbfb14c26f8ae,62464,4096,6.375213504051549,62020,1
357f441805a91ad38c3d72e8484e75bd,28672,4096,6.497884651859418,28432,1
d70b1b4b7cd830659fbb818b74576667,23552,4096,6.4763890954878205,23488,1
be600684f249664cf6ba38d38b5ff86b,25088,4096,6.393616552876352,24636,1
f1cd46daf99def7b20b882ad36d1652b,405504,4096,6.490397647410859,405069,1
aecb497fd456a6cbc7d784c9cdfbceb8,7168,4096,5.826510177075825,6888,1
d57cacaa7fcd9a97456f45647c275d9d,23552,4096,6.417698236857407,23130,1
d289fd2b3691a971518dac0fadd98010,443392,4096,6.529623585758912,442984,1
c99bbf21df777ea95fbeb60e4b13ff00,443392,4096,6.529623585758912,442984,1
e4ebe7942f8ff695466d4a825476f330,663040,4096,7.174083403732302,662823,1
6d7450bee337e448a068c7b9634e6742,23040,4096,6.433100348280963,22738,1
76856dcf9c8f295e1fdfbcd56395a1c4,555520,4096,7.962400169525508,557056,1
5f9b65d1a4b99112e906b6cd4a2bd8e8,4000256,4096,6.5883556951472935,4000052,1
8c026a2bfabf300e0d33c20c1b49b52c,61952,4096,6.391482648256755,61740,1
3f842b8d574a8c3fbfa2fd2fcfde772d,165376,4096,6.722654883969784,165274,1
25443ab233369c80c4854db80bc44880,387072,4096,6.526559555020674,386575,1
5a368ccbe02ad57b547092eb6e80e70f,3837952,4096,6.5874033654282,3837608,1
fcc5573e45f7b692188b3c16294f8dd0,62464,4096,6.375213504051549,62020,1
e649370d2cbb4aed6f646191dea49e7f,286720,4096,6.585726496667122,286359,1
459ec06cc63673b040273e891c213afb,262144,4096,6.6381415823241126,261943,1
23aa6f2aa26a3a376d06f3eee9ed476b,262144,4096,6.6381415823241126,261943,1
43377ca247033ab3a5596caa363f3559,262144,4096,6.6381415823241126,261943,1
8b28c946711ac96f6146107061f387a9,185856,4096,6.495784057647363,185706,1
d508479184becfa9974efa54c06e89e7,3627520,4096,6.574131761318183,3627136,1
7199933442666b2b7607c85efb24e853,28160,4096,6.508529563136933,28078,1
69e87b31cee014bc43e5ef838afa57e7,581632,4096,6.675248351711057,581597,1
e2c40860ce4374bb45097c667f9b6d42,262144,4096,6.6381415823241126,261943,1
131949674205d368b5b09ca40b46d900,80896,4096,6.644254067440598,80595,1
85e6957765a5316a644cf48b31cbbf84,4241920,4096,6.572945290587096,4241492,1
c633e15205494f7697c437cf2274f98d,443392,4096,6.529623585758912,442984,1
e69f00e83c032ea76027de03b94c45fc,23552,4096,6.417698236857407,23130,1
5fb0fa17615555da5892765364ff04be,1049088,4096,5.132086277512585,1049086,1
de7e01236b4f89ca4aae11240131a594,2676736,4096,6.395163272098861,2676552,1
3f9299b4520223642f9c3208c1b6b87b,262144,4096,6.6381415823241126,261943,1
54be381aac473e8f4b72a2be5d184fd2,62464,4096,6.375213504051549,62020,1
962952d00207349a37f69f88210b5724,23552,4096,6.417698236857407,23130,1
83ae4f0bb497f87c71af0d4802935600,4115456,4096,6.5982645820211365,4115264,1
c81951bde4fa310799456caa52b844de,22016,4096,6.455427102498847,21638,1
82ba48e93bb017efaf3109a276c1cedf,1125376,4096,7.777704556665126,1125271,1
e82ffd8fe894cf3ad3ef61d67a88cbda,3629568,4096,6.566094476588871,3629552,1
a065cde9f643587c9356b231d770cd21,345600,4096,6.617258061608639,345151,1
0af2d5c4ecd8b858bf6941d5ae798346,2200064,4096,6.340130230458679,2199608,1
d9ad81cbbf72d8750bd82d9f3f09bbec,286720,4096,6.585726496667122,286359,1
b207787f3d02fcad06148411b87ce712,371712,4096,6.5330887789168965,371409,1
219a1e248aacac6b9edad5cff16c148a,439808,4096,6.505095679612246,439696,1
a952d241f5301b3e5bcd642cf64bfc63,286720,4096,6.585726496667122,286359,1
f6c583c9d18234147680109cfd5eda9b,1128960,4096,6.570213986043727,1128688,1
c941ea56ce807a82d5e2dc73bef24579,23552,4096,6.417698236857407,23130,1
e468d8f768ef1f4901def392dd562c42,262144,4096,6.6381415823241126,261943,1
051716e80fd52bda9ba66990918a4624,262144,4096,6.6381415823241126,261943,1
7cc6064ca26c8c35e1998a40f0ae42f3,32768,4096,5.936561798530847,33432,1
6204d45ab4e382862447fe93b4fbba3a,663040,4096,7.174102286915693,662823,1
a892928436aba91f0db9b425413a0748,1974272,4096,6.523424146107762,1974076,1
d80d29e83c0facf241285f89711ff1e1,48128,4096,6.661268775210543,47981,1
51d9b6789f90ec3f8434bfa4bd02060e,220672,4096,6.501535162828702,220441,1
c476963f31101c8459b00a90df63fd75,443392,4096,6.529623585758912,442984,1
2d89253981dae98086fea05bb2aa3920,286720,4096,6.585726496667122,286359,1
1f37d576670fbeeb4512f345fe39947b,454144,4096,6.540473229184671,453728,1
5dbe2fff6325076f9f31fa8fc855e58d,1298432,4096,7.088776967406367,1296412,1
e8c0bdbc953d276e5963a97ab852ef44,262144,4096,6.6381415823241126,261943,1
9e8f15b3cb945839eeb1ef8018e12cfe,345600,4096,6.617258061608639,345151,1
c0d9880319ed02cbb32146f719c50a39,443392,4096,6.529623585758912,442984,1
c1b021ae9e584fe247c86309941c59e8,54272,4096,6.5198365037242185,54138,1
142f50d0ee0f9c9483320a10ffa44408,54784,4096,6.598515766054133,54699,1
33f02fd0f098ca160b37ff6c37497abf,445952,4096,6.602392731014646,445524,1
f07e24f057e0cc0189c213f3d1248286,104448,4096,6.6082271538908435,104384,1
348eadae14a07647132891b3c8a98fad,286720,4096,6.585726496667122,286359,1
0d8165560b29b94ef5df335c2672180e,43008,4096,2.320445890517796,42952,1
7db85d572b81b91b9ea23289431e00d5,4193280,4096,6.579609521580973,4192852,1
b16c8018bc9bfe48e45fee55aacc1f4d,443392,4096,6.529623585758912,442984,1
a2904052c913ca8da38eac63d12a7baa,262144,4096,6.6381415823241126,261943,1
8de40561abda4349c746a9c52fe2f815,253440,8192,7.8889587989310375,253268,1
f5fde8035d117dd20f870ada2a61f06e,3837952,4096,6.5874033654282,3837608,1
dc11a6dda0de15a32929524b04092cee,3036672,4096,6.581538626241679,3036188,1
6a2ee07a3bc7715183d4e0c37aff2a01,313856,4096,6.665683256929178,313850,1
ca68644d418c565c5343cbabcfe81ca7,1959424,4096,3.0397601212684213,1959271,1
c44ffdf8d7c1ab6131f79525be7c0b1c,1426432,4096,7.312661293579666,1425925,1
b1482d0a51105c54fa14f47ef29aa47a,158720,4096,6.550015483474213,158655,1
8bf6e56d687a619975eaeee399e6ccf4,628736,4096,7.543214911986058,628525,1
aa3de331481705035f905eccda9300b9,262144,4096,6.6381415823241126,261943,1
fb4d0aa14af6f2565af3f074e49b6310,286720,4096,6.585726496667122,286359,1
98102947b6a0e895f86f6b89129eec25,262144,4096,6.6381415823241126,261943,1
1de8d54ef45c22f588e2dd6c52a01025,398848,8192,7.949162349207119,398468,1
c292ca5747f331becdf79b12f355ccfb,2400768,4096,4.6832306279651625,2400357,1
da4aee167bc8071e4b24ef93d762c746,2442752,4096,2.5166101381702144,2442743,1
bb1ce9cfad689b36510f665f406784ae,717824,4096,7.736982889528362,717555,1
7debe2c70e2ce269a41e5efbaf20c4b3,262144,4096,6.6381415823241126,261943,1
461c4a3faccd60a6be3d4ffcc83276ff,618496,4096,6.38168833540089,617668,1
d0801ebc98e1958393d9eae10250dc00,262144,4096,6.6381415823241126,261943,1
a9565c137dd0220e84453dcdce147df1,2705920,4096,6.561553952675166,2705752,1
0049c214b75a1ac34c9f8cfb6fd090b3,443392,4096,6.529623585758912,442984,1
a384e8eba9a9860327de7895c191acb4,262144,4096,6.6381415823241126,261943,1
4960b7783ef59fe2f99eb6091a2c3699,23040,4096,6.433100348280963,22738,1
7e1ae7073c7548b3aa45b3bff266c46d,1503744,4096,3.91330564736458,1503274,1
be5111ece71450ea095ea53a7b363b2c,371712,4096,6.5330887789168965,371409,1
28d77eadcc4c96b5e5116be2c048a170,2200064,4096,6.340130230458679,2199608,1
d1f3f5f743337c0a32fe202cffcfaeb2,633344,4096,6.715746352063035,632890,1
2e83dad9bc6111397c9a77cd76d6529b,443392,4096,6.529623585758912,442984,1
b89722373e4441784da6b4b54783a066,262144,4096,6.6381415823241126,261943,1
de969c8d7eb599e93c2c6d69dc370da1,46592,4096,4.9529975519345895,46100,1
71652e5020b45a1a672d7d429e3ee392,984576,4096,6.4516642394929065,984236,1
05ffaeda05a4cf9e7c3e671251f116e1,42496,4096,6.621227316927914,42375,1
e4e2d2f1abc1345a7cb5bc363889118d,254464,114688,6.18970124949074,254344,1
b732baf02e66c475ce8fc59423853df3,2328576,4096,6.5370029828862215,2328184,1
75cfda678ae7da68ad6691f72d575fcc,262144,4096,6.6381415823241126,261943,1
8ee72e731ba3e346053e8f6e8d3f15f4,262144,4096,6.6381415823241126,261943,1
6ac514185591403c495703f3bd5bd2e7,62464,4096,6.375213504051549,62020,1
9ffb09a7752ed3637135f8e05543cd1b,44032,4096,6.61291191350522,43879,1
1431b9b808a781b3fe06fcc33978106c,23040,4096,6.433100348280963,22738,1
5264aa354c5f2c60ab814c1a09c0f929,90112,4096,6.2322665436504545,89877,1
e8de2329f0b9666721c1550ad1fa9dc8,1809920,4096,6.636672462007258,1809570,1
db64681c5df7121fab62881f3f5efb68,454144,4096,6.540473229184671,453728,1
7802f64a85a09127956ab09fe26aec0d,262144,4096,6.6381415823241126,261943,1
ec61ea008d511e89ecd7241fac8e6ac3,262144,4096,6.6381415823241126,261943,1
313c23dc7c04c32e6631240f7c1efa7c,262144,4096,6.6381415823241126,261943,1
32d264b58dd8ce560c024bf1d0cfab4f,7168,4096,6.501426866072353,7066,1
cda668e4299fa5166ab582375c533737,443392,4096,6.529623585758912,442984,1
b253ad54b49edbb40f5d716ae7d1df3d,443392,4096,6.529623585758912,442984,1
c1bb11d1abac64f534833951ff8eac20,1126912,4096,6.572271189298652,1126768,1
23427c2adf99c7977ebf15ae91cd73ec,262144,4096,6.6381415823241126,261943,1
53cc6077fafccd45c8da8513bf1c2960,262144,4096,6.6381415823241126,261943,1
b04c62171cca8d2551a8e949e696be7e,43520,4096,6.628200355624249,43207,1
7afddac40a7192fd72c8725fec7bd87c,731648,4096,6.563883913596787,731641,1
e5a753ce2b1feaeaf1bbd69cf09f9331,24064,4096,6.44010554949795,23628,1
73b15f57d09afffd9e3d82eefea6188a,17408,4096,6.440496265625428,17042,1
ee06a3b103a008c4eade54d64a1dda28,154112,4096,6.52829808814266,153989,1
371aea9e9db01e511d0a956a68176347,45568,4096,6.637180266541469,45191,1
82124f46e7c949987d57d03844afad55,15360,4096,6.342418297144227,15090,1
bc879501b4f92d4a2e07531d20a14b3a,19456,8192,5.345481750170409,19444,1
c8116ec86f84c17dad45f459f7d8e82d,2705920,4096,6.561553952675166,2705752,1
fae24bf7741c820fc03ff851967caa23,36864,4096,5.6567087709041575,36828,1
260b768a03390af34cf4d91ced33fb0e,84480,8192,4.134071319890085,84148,1
74ab7cb8df600ddcbd6cf5cd61a56fdb,1974272,4096,6.523424146107762,1974076,1
15e3d8f6ca653d345b9061dc3e7b9981,135168,4096,6.588294164007402,135024,1
15e3d8f6ca653d345b9061dc3e7b9981,877056,139264,6.6441153546039295,876617,1
d7d4b08f6f3fd28ba53efa13d2b7a7fc,262144,4096,6.6381415823241126,261943,1
56456f2e270ea00ef749ef301446c36c,286720,4096,6.585726496667122,286359,1
ddfe17096e790e3360804fb0214969c1,371712,4096,6.5330887789168965,371409,1
f6f37c9fb417a458684253cd59f9a0d0,92160,4096,4.578823545951153,91760,1
b97caaeb75c26c886e56c1804306eb87,647168,4096,6.265186572402687,644260,1
f8d716e541b5016f603c7f6bfbec3db6,274432,8192,7.080110619741602,273972,1
9dc1ab60e1c85d06f2a1165ec5ba08cf,2497024,4096,6.390137016685928,2496804,1
a55e4dac98e72ab8d69ed1dab3f976fc,4454912,4096,6.583229237235688,4454652,1
a009a79ea2c661edea0da1cc749c641d,114176,4096,6.710525331739983,113994,1
084ed3f44df9b2d8e4625133d7eeef64,581120,4096,6.675875439961112,580910,1
12ad8140a29e69b6b6cfff1cabc0e5db,262144,4096,6.6381415823241126,261943,1
5859bb27af1d9e282d0fa05b92d3be6a,262144,4096,6.6381415823241126,261943,1
f31c6aa1c95b2ec9dc78e7cd2950f6cc,61440,4096,6.535875560170251,61404,1
b62d9ebf37feff81ddcbbbaa676d83c8,37888,4096,6.538927519566747,37504,1
db0461732ab3715690e355e4244a51e0,204800,4096,6.543811452769617,200749,1
e85269be5bc18ecf895138837c63be4e,23552,4096,6.417698236857407,23130,1
1a3a035aa4ee9b27fa24a98e87530c18,2270720,4096,6.5410416788365975,2270524,1
58880d2c8933ee0c726d5d4d35b0f4d7,262144,4096,6.6381415823241126,261943,1
7768c9f29a2d93ebced1d24d4df51650,14848,4096,6.327574655328382,14526,1
32d0e4c6ce622da3f5494c9f7aaf172b,29184,4096,6.303238315487239,28860,1
5547d7ceaca6100b74d84748183bd582,85504,4096,4.9532443364661285,85488,1
346dd3aaa68e09de89294c04e80223d9,262144,4096,6.6381415823241126,261943,1
76a389b4e3d408bc7fc5158d314e1299,262144,4096,6.6381415823241126,261943,1
9246aa3f29c5f63ab3b7d6e2b64b161f,262144,4096,6.6381415823241126,261943,1
b10eead4edad13fb7a265e75f970814f,62464,4096,6.375213504051549,62020,1
5a18b16cd71c693838f03eec35fc9534,59392,4096,6.629163925343351,58942,1
8cad885b8697c15481764f85278111a8,262144,4096,6.6381415823241126,261943,1
049d758305656fcdd9df7b9f9b2af3db,65024,8192,6.948303162445412,64628,1
119b0dba842bfa4ec53b039f5a24496d,96256,4096,4.5380277271145815,96054,1
f37bae195f787414fb1325c13e14228c,224768,4096,6.545554810021111,224408,1
0a6ee3521a7f7bcbe91a95989f883847,2270720,4096,6.5410416788365975,2270524,1
941a7252d80b7e0df056ac7960f88e55,32768,4096,6.296861858288887,32768,1
9e867e2a117bfd993fd4e424c94eb4ce,387072,4096,6.526559555020674,386575,1
784c93843ee44f2a3db0f1945523b4be,24064,4096,6.44010554949795,23628,1
84f9f39df4bf7fad51d418b161aa5edd,462848,4096,6.8526725359919824,462004,1
dbfe284dcf4d941c5be26afa7c27a137,489984,4096,6.6074806677160485,489932,1
5ff61fc0bdda14ba07c87ae9e9820830,262144,4096,6.6381415823241126,261943,1
792dcf0245309ad2cb84bd51b18e0948,204800,8192,7.3476649056296734,204764,1
c8c7a600064ac3b51fab7a3182482307,443392,4096,6.529623585758912,442984,1
4df0b1a7da060eb64162f0cc5af5f02a,1400320,4096,6.461418388276432,1399976,1
c0bd396a36bdb934a071c4ee82636b96,2705920,4096,6.561553952675166,2705752,1
8d57b2e0c51943a8c3e8cacbe8dc80ce,712192,4096,7.6497619129764765,711955,1
844a4f55e759441ee9c3184fe0e8c9d2,3036672,4096,6.581538626241679,3036188,1
2750559403dee3f93dea887c19eeb224,172032,4096,6.650901372319825,170543,1
2d685f7714b282840946221a33d9a4b7,8192,4096,5.103679912989293,6536,1
f7ab6b6b61f8285eb9d498f5bd42233a,1127424,4096,5.3217411595279085,1127194,1
be598cfb170c89bbc411a0f5bc66bba9,443392,4096,6.529623585758912,442984,1
361b481084c41d0df4c4eb763f268043,327168,8192,7.990547003155964,326916,1
3a7aa9151f6f75a51c7a9f6d9ff702e6,33792,4096,6.3402233573772095,33512,1
19d7c5904b2d9058b73469190a5f4e64,77824,4096,6.529123270368027,75597,1
17197e775970b54de90cd7384bf02ec3,8192,4096,5.929622329623841,7384,1
17197e775970b54de90cd7384bf02ec3,49152,32768,4.8630583842524215,46690,1
fba289be1513f8300736c9c445211cb4,4096,4096,4.828316973472086,81668,1
f672964a33aac309f4ea54d93fb5533c,336384,4096,6.387711205902308,335997,1
191fba1be5fa8f9c2aba1ae7830dd738,340480,4096,6.577030639933411,340270,1
b04bced21f6feee3f02e418e1287fb4f,34304,4096,6.320526182100589,33864,1
22e9b849e140213fe955fd4d3d7a52e1,28160,4096,6.508529563136933,28078,1
7a90effdf66d759d2574f9f63e59dea6,31744,8192,6.7872087476733824,31236,1
c7b0df0ffd172ffe6803577b206c6423,262144,4096,6.6381415823241126,261943,1
873e755f1bb8988550c764018f2baac8,2132992,4096,6.527806007962023,2132836,1
df319f06bfd5c6e60c9a6727bdcb44e2,23040,4096,6.433100348280963,22738,1
b17cdefbd5023a07fe6db394e04349c1,262144,4096,6.6381415823241126,261943,1
8cb90da0cb1463638fefdc4150ece7b3,2132992,4096,6.527806007962023,2132836,1
6fcfc57f71381f6c90b5236092dd4054,262144,4096,6.6381415823241126,261943,1
c84975fd8030d767b81d86d8f60d95e6,580096,4096,6.552046218241283,579792,1
edc5ce8471b189585ad4f6e81d663fd2,2270720,4096,6.5410416788365975,2270524,1
898deb1ce10d46e9b3f9f3f38ca46c70,262144,4096,6.6381415823241126,261943,1
1df2e9ef3f4ec9d0ec0268b22ced5c58,607232,4096,6.18609021999186,606861,1
799f45e84053413e3817c3ce7bebd191,23040,4096,6.433100348280963,22738,1
742b51586cafe972fe8f971bd3f9ca81,286720,4096,6.585726496667122,286359,1
a1d2d5c43553543d88eae172033538ee,443392,4096,6.529623585758912,442984,1
02c229f10cca69704f201074cbd5d09a,1935872,4096,6.521100413786372,1935824,1
ceb6541e20aae92ef566fdd786775d6e,47616,4096,6.7174440848609285,47111,1
891330275f8f69a49e5602805e6ec8f8,3226112,4096,6.555169128068058,3225944,1
2027615b9185618aa074e9d069220fea,262144,4096,6.6381415823241126,261943,1
28f9ec336806cddf23db12c8f8f49a6f,483328,4096,6.6251825337475845,482888,1
057c2ce030dcbb2f144598cb1f9254ae,144384,8192,6.350369741726892,144196,1
3965d521447422160817047ff6a119a8,409600,4096,6.593088802856324,409466,1
9e1c9b91dce6d7fed8c12e1e0f849bdb,981504,4096,6.537389548563423,981295,1
